x y
706.2283937801652 388.67690163163326
1386.7489197850766 1504.1308730177636
714.385542069151 408.7833115756173
1384.4075028625161 1508.0479570126433
406.347777947541 1295.9435657216625
100.96829174350113 502.32200265711384
1405.8651369087072 1508.8228516076745
1295.8679360237386 98.2396976865016
595.6616322978417 819.9473356621604
1378.38827823478 1492.0197489170603
1399.546907112503 1506.4462240639198
204.07471327900728 701.8905680591636
1292.058654152449 105.82530879819261
1013.730633486942 1406.3499160360523
92.27572411769388 494.1639136179058
1404.8692248706743 1500.6178674458622
1097.4633650010062 605.0792580715007
995.4663632052128 1397.0328597570353
108.58034797909154 513.3676802735336
1311.8502103993387 91.0116617962526
381.71554343208555 1304.4106712252049
101.97134966742357 493.1475257309467
1096.1396048555387 582.5883794416155
1383.849404762787 1506.4150164524547
597.4188895648622 810.1305970475597
1302.1041895039762 107.3695780620452
1319.040746905295 106.05031081715521
391.19984109358694 1300.6691287438364
1094.8382473264464 606.970586439176
1403.6199348306795 1485.8019362331195
991.1590051740266 1394.124630112448
990.2040037763777 1407.9761494138663
100.06685490833524 509.06461980844307
408.8910311837779 1284.5614865141058
708.5482669095256 398.99361190424975
395.8122413718133 1299.574455314815
1402.158580611212 1491.5145625309524
587.6054359917911 794.8543311280606
195.7039989230843 703.2139313437916
601.3572754292438 807.9914206593886
207.99458661748807 707.9079526222674
394.08012956818953 1303.896223145298
1113.7522442439956 605.3580360960756
1311.2548991796446 99.6388411832995
714.0532651229992 379.5876477037882
706.2528613837571 398.071160205711
1013.2565762870162 1411.3253946590607
998.6230923464553 1410.8765047382956
407.2966172569344 1302.2996297205834
1295.6817970628158 104.20348340774798
1286.736180654872 100.33856356029911
1309.2799871430043 88.8523232598389
1388.5010241676744 1505.4176708250088
592.9372521426882 793.6670311861764
396.36588282764137 1304.783144389077
1001.3760864372464 1399.5471109131938
1081.5957705928868 609.6330055804782
95.01646252304599 501.45989619263133
202.47905144171125 698.6238186547322
686.5074486553015 405.1713171470604
687.3652216858977 401.94797119765315
197.84050635047123 710.2087168945515
601.4946003119578 783.815736573229
201.346438488687 715.3801734508542
1120.936715975886 593.3431362752102
693.9279306448228 392.8777329593128
403.6803632816202 1308.787148632515
597.7420506306361 817.4625697834039
1090.386148513183 594.6311063293939
1307.2046901989313 97.50894113499427
185.3152330618098 701.3315774031807
599.9564259969678 801.7544553723374
103.07782692280853 508.45090280968594
190.7777901056802 691.4523573873646
105.05177778117402 500.9313546779514
995.7265296170865 1391.2752664308566
585.8591931627632 794.9872516297812
1102.3333285641384 604.1987231046463
689.0126678725976 403.9339181482089
1129.7997213501365 584.4276011886479
991.1409737587679 1408.1937849452584
1102.1158807043073 587.6099495572047
212.4449647716607 707.9360369663999
387.308091397578 1300.4784014069248
708.737558237094 406.2373890917434
201.33348905916955 697.3977395477568
605.1752013929334 812.9342661011086
989.7026618364316 1392.9022417940953
101.02146477238298 496.46229923253935
90.86731531522945 502.77755208195356
